445,9,916000000,-2.6884192827481E-07,1.9752254987182E-06,1.51863839128945E-06
446,9,936000000,-2.51508043724868E-07,1.983632850866E-06,1.51010500845044E-06
447,9,956000000,-2.79740814512763E-07,1.96274466812696E-06,1.51382634654184E-06
448,9,976000000,-2.29477056912231E-07,1.95791527168865E-06,1.53242786704692E-06
449,9,996000000,-3.49527065957034E-07,1.98143163920861E-06,1.53336990049297E-06
450,10,16000000,-2.68745258047431E-07,1.97543624924634E-06,1.51867733724305E-06
451,10,36000000,-2.98997079539731E-07,1.95097377364561E-06,1.51948092169502E-06
452,10,56000000,-2.79779817979886E-07,1.96272899533057E-06,1.51385411758525E-06
453,10,76000000,-2.44819884365199E-07,1.95982537842809E-06,1.51009526204578E-06
454,10,96000000,-2.70295832827117E-07,1.96951199260553E-06,1.51283597566331E-06
455,10,116000000,-3.37466848243651E-07,1.98710442322891E-06,1.53241695071656E-06
456,10,136000000,-2.31748627399497E-07,1.94952970744566E-06,1.53265236607286E-06
457,10,156000000,-2.9240191512514E-07,1.95169199379563E-06,1.51867201934047E-06
458,10,176000000,-2.7232374755215E-07,1.97599901685663E-06,1.5192975501379E-06
459,10,196000000,-2.69204959657543E-07,1.96986253175879E-06,1.51381408129955E-06
460,10,216000000,-2.51549457708222E-07,1.98358588310299E-06,1.51000732746229E-06
461,10,236000000,-2.26700096028765E-07,1.95189759377712E-06,1.53321406279864E-06
462,10,256000000,-2.30550385005301E-07,1.9575404248684E-06,1.53236621431274E-06
463,10,276000000,-2.71336304535907E-07,1.9770131203245E-06,1.51948439426307E-06
464,10,296000000,-2.6884192827481E-07,1.97522549960638E-06,1.51863839128945E-06
465,10,316000000,-2.51508044613047E-07,1.98363284997782E-06,1.51010500845044E-06
466,10,336000000,-2.79740814512763E-07,1.96274466812696E-06,1.51382634654184E-06
467,10,356000000,-2.29477056912231E-07,1.95791527168865E-06,1.53242786682487E-06
468,10,376000000,-3.49527065957034E-07,1.98143163920861E-06,1.53336990049297E-06
469,10,396000000,-2.68745258047431E-07,1.97543624924634E-06,1.51867733724305E-06
470,10,416000000,-2.98997079539731E-07,1.95097377364561E-06,1.51948092169502E-06
471,10,436000000,-2.79779817979886E-07,1.96272899444239E-06,1.51385411758525E-06
472,10,456000000,-2.44819883477021E-07,1.95982538020445E-06,1.51009526204578E-06
473,10,476000000,-2.70295831938938E-07,1.96951199260553E-06,1.51283597566331E-06
474,10,496000000,-3.37466849131829E-07,1.98710442322891E-06,1.53241695071656E-06
475,10,516000000,-2.31748627399497E-07,1.94952970566931E-06,1.53265236596184E-06
476,10,536000000,-2.9240191512514E-07,1.95169199379563E-06,1.51867201945149E-06
477,10,556000000,-2.7232374755215E-07,1.97599901685663E-06,1.5192975501379E-06
478,10,576000000,-2.69204959657543E-07,1.96986253175879E-06,1.51381408141057E-06
479,10,596000000,-2.51549457708222E-07,1.98358588310299E-06,1.51000732746229E-06
480,10,616000000,-2.26700097805121E-07,1.95189759377712E-06,1.53321406268762E-06
481,10,636000000,-2.30550385005301E-07,1.95754042398022E-06,1.53236621431274E-06
482,10,656000000,-2.71336303647729E-07,1.9770131203245E-06,1.51948439437409E-06
